review,aspect,prep,yake,tfidf,pmi,mle,dice,count,merged,vlt5,Google,BigScience,Facebook,Bode
"Muito bom hotel, ótima localização, quarto confortável (cama nota dez), banheiro limpo. Senti falta de um frigobar, mas há a possibilidade de pegar gelo no lobby e colocar em recipiente térmico no quarto. Dica importante: na hora de ir embora, não pegue o táxi oferecido pelo funcionário do hotel. É bem mais caro. Chame você mesmo e economize alguns dólares!","['localizacao', 'cama', 'quarto', 'hotel']",bom hotel otima localizacao quarto confortavel cama nota dez banheiro limpo senti falta frigobar possibilidade pegar gelo lobby colocar recipiente termico quarto dica importante hora ir embora pegue taxi oferecido funcionario hotel bem caro chame economize alguns dolares,"['bom', 'hotel', 'otima', 'localizacao', 'quarto', 'confortavel', 'cama', 'banheiro', 'limpo', 'bem']","['bom', 'hotel', 'otima', 'localizacao', 'quarto', 'confortavel', 'cama', 'limpo', 'bem']",[],"['bom', 'hotel', 'otima', 'localizacao', 'quarto', 'confortavel', 'cama', 'banheiro', 'limpo', 'bem']",[],"['bom', 'hotel', 'otima', 'localizacao', 'quarto', 'confortavel', 'cama', 'banheiro', 'limpo', 'bem']","['cama', 'bom', 'banheiro', 'limpo', 'quarto', 'hotel', 'confortavel', 'otima', 'localizacao', 'bem']","hotel, localization, hotel, localization, hotel, localization","hotel, localizaço, quarto"," hotel, location, comfortable room (bed 10), clean bathroom. I missed a fridge but there is the possibility of taking ice from the lobby and put it in a thermal container in the room. Important tip: when you go home, do not take the taxi offered by the hotel employee. It's much more expensive. Call yourself and save some dollars!"," I'm not sure what that means, but I do know that Muerto Rico is a sovereign state in the southeastern region of the United States."," 

- Muito bom hotel
- ótima localização
- Quarto confortável (cama nota dez)
- Banheiro limpo
- Frigideiro
- Recipiente térmico
- Frigideiro
- Chame você mesmo
- Economize algumas dólares

O hotel é muito bom e é bem localizado. O"
"Muito bom o hotel. Muito bem localizado, em frente a estação do Metro. Restaurantes e cafés ao lado. Pertinho da Torre Eiffel e da estação do RER. Os funcionários do hotel são muito educados, prestativos e simpáticos. Hotel confortável, limpo e de excelente qualidade. Amei!! Volto para lá e indico este hotel para quem quer conforto, limpeza e facilidades para locomoção. O quarto era enorme, super confortável.","['hotel', 'funcionarios']",bom hotel bem localizado frente estacao metro restaurantes cafes lado pertinho torre eiffel estacao rer funcionarios hotel educados prestativos simpaticos hotel confortavel limpo excelente qualidade amei volto la indico hotel quer conforto limpeza facilidades locomocao quarto enorme super confortavel,"['bom', 'hotel', 'bem', 'localizado', 'frente', 'estacao', 'metro', 'restaurantes', 'torre', 'funcionarios', 'confortavel', 'limpo', 'excelente', 'qualidade', 'limpeza', 'quarto']","['bom', 'hotel', 'bem', 'localizado', 'frente', 'estacao', 'metro', 'confortavel', 'limpo', 'excelente', 'quer', 'quarto', 'super']",[],"['bom', 'hotel', 'bem', 'localizado', 'frente', 'estacao', 'metro', 'restaurantes', 'torre', 'funcionarios', 'confortavel', 'limpo', 'excelente', 'qualidade', 'la', 'limpeza', 'quarto']",[],"['bom', 'hotel', 'bem', 'localizado', 'frente', 'estacao', 'metro', 'restaurantes', 'torre', 'funcionarios', 'confortavel', 'limpo', 'excelente', 'qualidade', 'la', 'limpeza', 'quarto']","['bom', 'hotel', 'la', 'qualidade', 'restaurantes', 'bem', 'quer', 'funcionarios', 'torre', 'limpo', 'confortavel', 'super', 'estacao', 'excelente', 'quarto', 'frente', 'metro', 'localizado', 'limpeza']","hotel, localization, hotel confortável, localization qualidade","bem, eiffel, metro, restaurante, quarto"," well located, metro station in front of it. The staff is very polite, friendly and helpful. The hotel is comfortable, clean and of excellent quality. I loved it! I go back to it and I recommend this hotel for those who want comfort, cleanliness and easy access. The room was huge, very comfortable.", Muerto Rico is a sovereign state located in the southeastern region of the United States.," 

Palavras mais relevantes: hotel, localizado, restaurantes, cafés, torre e rrezervatório, funcionários, quarto, confortável, limpeza, facilidades.

Palavras mais infinitas: hotel, localizado, restaurantes, cafés, torre e rrezervatório, funcionários, quarto, confortá"
"Na minha estada em Las Vegas entrei para conhecer absolutamente todos os hotéis da Strip. E o Aria é de longe o melhor. Não é temático como muitos, tipo Paris, Mandalay, mas todos os bares, cafés e lojas dentro do hotel são luxuosos. Não sei se a saudade é maior de Vegas ou do Aria. Recomendadíssimo!!!","['hotel', 'lojas']",estada las vegas entrei conhecer absolutamente todos hoteis strip aria longe melhor tematico muitos tipo paris mandalay todos bares cafes lojas dentro hotel luxuosos sei saudade maior vegas aria recomendadissimo,"['todos', 'hoteis', 'melhor', 'paris', 'hotel']","['las', 'vegas', 'absolutamente', 'hoteis', 'strip', 'paris', 'hotel']",[],"['todos', 'hoteis', 'melhor', 'paris', 'hotel']",[],"['todos', 'hoteis', 'melhor', 'paris', 'hotel']","['paris', 'hoteis', 'absolutamente', 'vegas', 'strip', 'todos', 'las', 'hotel', 'melhor']","Aria, Las Vegas, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotele, hotele de Las Vegas","aria, hotel, paris, strip, vegas"," ['todos', 'hotéis', 'Strip', 'absolutamente', 'entrei', 'para', 'conhecer', 'e', 'oA', 'de', 'longe', 'é', 'temático', 'tipo', 'Paris', 'Mandalay', 'mas', 'todos', 'bares', 'feed', 'lojas', 'dentro', 'do', 'hotel', 'são', 'luxuosos', 'não', 'sei', 'saudade', 'é', 'maior', 'de', 'Vegas', 'ou', 'do', 'Aria', 'Recomendadíssimo', '!']"," I have never been to a casino, but I would love to go someday."," 

[Aria, Las Vegas, Strip, Hotels, Bares, Cafés, Lojas, Luxuoso, Saudade]

O que você quer saber?

O que você quer saber?

O que você quer saber?

O que você quer saber?

O que você quer saber?

O que você quer saber?

O que você quer saber"
"No geral gostei do hotel, no entanto pedi um quarto superior e deram-me umas águas furtadas (6º andar) que era um forno, embora houvesse ar condicionado. Fiquei desconfiada de que não era o superior pelo qual paguei, que foi bastante.    A vista era bonita, mas para os telhados.     O pequeno almoço era muito básico.    Atenção: Tem alcatifa no chão! Não é bom para quem é alérgico.","['quarto', 'hotel']",geral gostei hotel entanto pedi quarto superior deram umas aguas furtadas 6o andar forno embora ar condicionado fiquei desconfiada superior paguei bastante vista bonita telhados pequeno almoco basico atencao alcatifa chao bom alergico,"['hotel', 'quarto', 'condicionado', 'fiquei', 'vista', 'pequeno', 'bom']","['hotel', 'quarto', 'fiquei', 'pequeno', 'bom']",[],"['hotel', 'quarto', 'ar', 'condicionado', 'fiquei', 'vista', 'pequeno', 'bom']",[],"['hotel', 'quarto', 'ar', 'condicionado', 'fiquei', 'vista', 'pequeno', 'bom']","['condicionado', 'pequeno', 'ar', 'bom', 'vista', 'fiquei', 'quarto', 'hotel']","agricultural engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering, engineering engineering","hotel, quarto, vista"," O quarto era bastante, O pequeno-almoço era muito básico, Atenção: Tem alcatifa no chão! Não é bom para quem é alérgico."," I'm not sure what that means, but I do know that the term ""quartet"" was first recorded in the 10th century."," 

Palavras mais relevantes: hotel, quarto, água, forno, telhados, almoço, atenção, chão, alcatifa, alérgico.

Palavras mais infinitas: hotel, quarto, água, forno, telhados, almoço, atenção, chão, alcatifa, alérgico.
"
"Não tenho absolutamente nada a reclamar. Obviamente que não reservei o melhor hotel de NY, portanto, devo avaliá-lo como um hotel de padrão 3 estrelas. Os funcionários foram atenciosos, não tive barulho, o quarto é bom e o banheiro muito grande. Faltou colocarem tomadas para alimentar o computador e o celular. Isto é um problema, só tem no banheiro.","['quarto', 'funcionarios', 'tomada', 'hotel']",absolutamente nada reclamar obviamente reservei melhor hotel ny portanto devo avalia lo hotel padrao 3 estrelas funcionarios atenciosos barulho quarto bom banheiro grande faltou colocarem tomadas alimentar computador celular problema banheiro,"['melhor', 'hotel', 'funcionarios', 'quarto', 'bom', 'banheiro']","['absolutamente', 'nada', 'hotel', 'ny', 'lo', 'quarto', 'bom']",[],"['melhor', 'hotel', 'funcionarios', 'quarto', 'bom', 'banheiro']",[],"['melhor', 'hotel', 'funcionarios', 'quarto', 'bom', 'banheiro']","['lo', 'absolutamente', 'funcionarios', 'bom', 'banheiro', 'quarto', 'hotel', 'ny', 'melhor', 'nada']","hotel, hotel de padrão 3 estrelas, hotel de padrão 3 estrelas, hotel de padrão 3 estrelas, hotel de padrão 3 estrelas, hotel de padrão 3 estrelas, hotel de padrão 3 estrelas","hotel, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, ny, n"," absolutely, nothing, complain, obviously, reserve, hotel, standard, 3 stars, employees, attention, noise, room, big. The answer can be verified by consulting the list of most relevant words for the sentence, as given in Table 4 . For instance, for the word absolutely, the first match is absolutely not in the sentence. For nothing, the first match is nothing to complain about. The same applies for the other words, with the exception of obviously, which is matched to obviously not, since this is the most relevant word."," I'm not sure what that means, but it sounds interesting. Do you speak any other languages?"," 

Palavras mais relevantes: hotel, banheiro, computador, celular, problema.
"
"Não tenho nada de ruim para falar do hotel. O serviço é excelente, assim como a localização, perto de tudo. Tem elevadores separados por andares, desta forma, quase nunca há fila. O quarto é espaçoso, novo, enfim, excelente. Já me hospedei 2 vezes lá e se voltar a Las Vegas ficarei lá novamente.  Room Tip: Quanto mais alto, melhor a vista.","['quarto', 'localizacao', 'hotel', 'elevador', 'servico']",nada ruim falar hotel servico excelente assim localizacao perto tudo elevadores separados andares desta forma quase nunca fila quarto espacoso novo enfim excelente hospedei 2 vezes la voltar las vegas ficarei la novamente room tip quanto alto melhor vista,"['ruim', 'hotel', 'servico', 'excelente', 'localizacao', 'perto', 'tudo', 'quarto', 'room', 'tip', 'melhor', 'vista']","['nada', 'ruim', 'hotel', 'servico', 'excelente', 'localizacao', 'perto', 'tudo', 'quarto', 'novo', 'voltar', 'las', 'vegas']",[],"['ruim', 'hotel', 'servico', 'excelente', 'localizacao', 'perto', 'tudo', 'quarto', 'la', 'room', 'tip', 'melhor', 'vista']",[],"['ruim', 'hotel', 'servico', 'excelente', 'localizacao', 'perto', 'tudo', 'quarto', 'la', 'room', 'tip', 'melhor', 'vista']","['room', 'servico', 'tip', 'excelente', 'melhor', 'vegas', 'vista', 'voltar', 'novo', 'hotel', 'quarto', 'nada', 'las', 'la', 'perto', 'ruim', 'tudo', 'localizacao']","Las Vegas, quase nunca, quase nunca, quase nunca, quase nunca, quase nunca, quase nunca, quase nunca, quase nunca, quase nunca","hotel, vista, vista"," O serviço é excelente, assim como a localização, perto de tudo. Tem elevadores separados por andares, desta forma, quase nunca há fila. O quarto é espaçoso, novo, enfim, excelente. Já me hospedei 2 vezes lá e se voltar a Las Vegas ficarei lá novamente."," Wow, that's a lot of words. Do you speak any other languages besides english?"," 

['serviço', 'localização', 'elevado', 'enfim', 'hospedei', 'las vegas']

O que está escrito em uma frase é ""Não tenho nada de ruim para falar do hotel"".

O que está escrito em uma frase é ""Não tenho nada de ruim para falar do hotel"".

O que est"
"O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.","['quarto', 'atendimento', 'recepcao', 'tv']",express lotado resolvi ficar expressinho pessima ideia tirando atendimento cordial recepcao cafe manha comum dois hoteis resto ruim barulho infernal noite inteira quarto pequeno mobilia velha tv pessima imagem enfim evite,"['ficar', 'atendimento', 'recepcao', 'cafe', 'manha', 'hoteis', 'ruim', 'noite', 'quarto', 'pequeno']","['ficar', 'atendimento', 'cafe', 'hoteis', 'ruim', 'quarto', 'pequeno']",['evite'],"['ficar', 'atendimento', 'recepcao', 'cafe', 'manha', 'hoteis', 'ruim', 'noite', 'quarto', 'pequeno']",['evite'],"['ficar', 'atendimento', 'recepcao', 'cafe', 'manha', 'hoteis', 'ruim', 'noite', 'quarto', 'pequeno']","['cafe', 'recepcao', 'hoteis', 'evite', 'pequeno', 'noite', 'manha', 'ficar', 'atendimento', 'quarto', 'ruim']","Expressinho, Expressinho, evite, resolvifificar","lotado, ficar, lotado"," a  lot  longer. The most relevant words are lot, Express, lot, resolver, ficar, idéia, idéia, barulhento, tv, imagem, pequeno, mobília, velha."," Wow, that's a lot of words. Do you speak any other languages besides english?"," 

1. Express
2. Lotado
3. Resolvi
4. Hoteis
5. Péssima
6. Idéia
7. Tirando
8. Atendimento
9. Café
10. Resto
11. Barulho
12. Infernal
13. Inteira
14. Quarto
15. Mobília
16. Velha
17. TV
18. Péssima"
"O Hotel Continental é uma excelente opção para quem quer se hospedar no centro de negócios de Porto Alegre. Em regra, é um hotel antigo, com cara antiga. Merecia uma boa reforma, mas ainda sim a pessoa é muito bem tratado e consegue descansar bem depois de um longo dia de trabalho. O preço é justo. Ponto mais negativo são os banheiros apertados. Ponto mais positivo é a localização.","['preco', 'localizacao', 'hotel']",hotel continental excelente opcao quer hospedar centro negocios porto alegre regra hotel antigo cara antiga merecia boa reforma ainda sim pessoa bem tratado consegue descansar bem longo dia trabalho preco justo ponto negativo banheiros apertados ponto positivo localizacao,"['hotel', 'excelente', 'centro', 'boa', 'bem', 'dia', 'preco', 'ponto', 'localizacao']","['hotel', 'excelente', 'quer', 'centro', 'antigo', 'boa', 'bem', 'dia', 'preco', 'localizacao']","['continental', 'regra', 'antiga', 'merecia', 'consegue', 'descansar', 'longo', 'trabalho', 'negativo', 'banheiros', 'positivo']","['hotel', 'excelente', 'centro', 'boa', 'bem', 'dia', 'preco', 'ponto', 'localizacao']","['continental', 'regra', 'antiga', 'merecia', 'consegue', 'descansar', 'longo', 'trabalho', 'negativo', 'banheiros', 'positivo']","['hotel', 'excelente', 'centro', 'boa', 'bem', 'dia', 'preco', 'ponto', 'localizacao']","['preco', 'hotel', 'centro', 'consegue', 'antigo', 'localizacao', 'bem', 'dia', 'quer', 'descansar', 'regra', 'longo', 'antiga', 'excelente', 'banheiros', 'positivo', 'trabalho', 'continental', 'ponto', 'boa', 'negativo', 'merecia']","Hotel Continental, Porto Alegre, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo, hotel antigo","hotel, opço, porto, trabalho"," the following: hotel, continental, excelente, opção, para, quem, quer, se, hospedar, centro, negócios, porto, alegre, regra, hotel, antigo, cara, antiga, merecia, boa, reforma, ainda, sim, pessoa, bem, tratado, consegue, descansar, bem, depois, longo, dia, trabalho, preço, justo, ponto, negativo, banheiros, apertados, ponto, positivo, localização"," Wow, that's a lot of words. I didn't know there were so many. Do you speak any other languages?"," 

Palavras mais relevantes: hotel, antiga, boa, reforma, tratado, localização, preço.

Palavras mais menores: alegre, porto, negócios, centro, hospedar, longo, trabalho, banheiros, apertados.

Palavras mais menores: alegre, porto, negócios,"
"O Hotel está muito bem localizado. Seja para sair andando pela região ou andar até mais longe. Acesso ao metrô e ônibus muito próximo. Ao lado do Le Procope e quase na esquina com o Boulevard Saint-Germain. O quarto e pequeno, mas para o padrão de Paris é confortável. O banheiro é reformado, bem funcional, exceto pelo secador de cabelo que minha esposa reclamou da falta de potência. Pessoal atencioso na recepção.","['recepcao', 'hotel', 'secador']",hotel bem localizado sair andando regiao andar longe acesso metro onibus proximo lado le procope quase esquina boulevard saint germain quarto pequeno padrao paris confortavel banheiro reformado bem funcional exceto secador cabelo esposa reclamou falta potencia pessoal atencioso recepcao,"['hotel', 'bem', 'localizado', 'metro', 'proximo', 'quarto', 'pequeno', 'paris', 'confortavel', 'banheiro', 'atencioso', 'recepcao']","['hotel', 'bem', 'localizado', 'metro', 'proximo', 'quarto', 'pequeno', 'paris', 'confortavel']","['procope', 'boulevard', 'exceto', 'cabelo', 'esposa', 'reclamou', 'potencia']","['hotel', 'bem', 'localizado', 'metro', 'proximo', 'quarto', 'pequeno', 'paris', 'confortavel', 'banheiro', 'recepcao']","['procope', 'boulevard', 'exceto', 'cabelo', 'esposa', 'reclamou', 'potencia']","['hotel', 'bem', 'localizado', 'metro', 'proximo', 'quarto', 'pequeno', 'paris', 'confortavel', 'banheiro', 'recepcao']","['reclamou', 'hotel', 'bem', 'boulevard', 'banheiro', 'esposa', 'confortavel', 'exceto', 'procope', 'paris', 'potencia', 'proximo', 'atencioso', 'recepcao', 'pequeno', 'quarto', 'cabelo', 'metro', 'localizado']","Paris, hotel, região, região, região, região, região, região, região","hotel, list, paris"," O Hotel está muito bem localizado. Seja para sair andando pela região ou andar até mais longe. Acesso ao metrô e ônibus muito próximo. Ao lado do Le Procope e quase na esquina com o Boulevard Saint-Germain. O quarto e pequeno, mas para o padrão de Paris é confortável. O banheiro é reformado, bem funcional, exceto pelo secador de cabelo que minha esposa reclamou da falta de potência. Pessoal atencioso na recepção."," I'm not sure what you are trying to say, but I do know that the word ""queso"" means ""little armoured one"" in spanish."," 

- localizado
- sair
- metrô
- ônibus
- esquina
- banheiro
- reformado
- funcional
- confortável
- padrão
- esposa
- reclamação
- potência
- atencioso
- recepção
- pessoal
- atencioso
- esquina
- Boulevard Saint"
"O Hotel está muito novo, quartos amplos e limpos.  No mesmo complexo há o Aria onde recomendo os restaurantes e principalmente o Buffet  Bem localizado, com uma ligaçào ao Hotel Belagio e também para o shopping Cristal.  O hotel , por não ter casino , é muito exclusivo, pois não tem uma grande circulaçào de pessoas.","['quarto', 'hotel', 'shopping']",hotel novo quartos amplos limpos complexo aria onde recomendo restaurantes principalmente buffet bem localizado ligacao hotel belagio shopping cristal hotel ter casino exclusivo pois grande circulacao pessoas,"['hotel', 'quartos', 'limpos', 'recomendo', 'restaurantes', 'bem', 'localizado', 'pois']","['hotel', 'novo', 'quartos', 'amplos', 'bem', 'localizado']","['complexo', 'belagio', 'cristal', 'casino', 'exclusivo', 'circulacao']","['hotel', 'quartos', 'limpos', 'recomendo', 'restaurantes', 'bem', 'localizado', 'pois']","['complexo', 'belagio', 'cristal', 'casino', 'exclusivo', 'circulacao']","['hotel', 'quartos', 'limpos', 'recomendo', 'restaurantes', 'bem', 'localizado', 'pois']","['quartos', 'casino', 'belagio', 'recomendo', 'limpos', 'circulacao', 'hotel', 'pois', 'amplos', 'exclusivo', 'complexo', 'localizado', 'novo', 'cristal', 'restaurantes', 'bem']","Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio, Hotel Belagio","hotel, aria, quarto"," hotel, limpo, novo, quartos, amplos, complexo, aria, recomendo, restaurantes, buffet, shopping, cristal, hotel, circulaçào, pessoas."," I have never been to a casino, but I would like to go someday."," 

[Aria, Hotel Belagio, Cristal, Shopping, Buffet, Casino, Exclusivo, Circulação]

O que está muito novo, quartos amplos e limpos?

O que está muito novo, quartos amplos e limpos?

O que está muito novo, quartos amplos e limpos?

O que está muito no"
"O Hotel foi uma ótima escolha, boa localização próximo do Times Square, quarto e wc comfortáveis e café da manhã incluso.  Os únicos poréns são o número de elevadores (2 é muito pouco na hora do rush) e o tamanho da área do café da manhã que obriga a esperar em pé. Fora estas questões recomendo o Hotel para quem gosta de comforto com bom preço","['preco', 'elevador', 'localizacao', 'quarto', 'hotel']",hotel otima escolha boa localizacao proximo times square quarto wc comfortaveis cafe manha incluso unicos porens numero elevadores 2 pouco hora rush tamanho area cafe manha obriga esperar pe questoes recomendo hotel gosta comforto bom preco,"['hotel', 'otima', 'boa', 'localizacao', 'proximo', 'quarto', 'cafe', 'manha', 'pouco', 'recomendo', 'bom', 'preco']","['hotel', 'otima', 'boa', 'localizacao', 'proximo', 'quarto', 'cafe', 'bom', 'preco']","['wc', 'comfortaveis', 'unicos', 'porens', 'numero', 'rush', 'obriga', 'questoes', 'gosta', 'comforto']","['hotel', 'otima', 'boa', 'localizacao', 'proximo', 'quarto', 'cafe', 'manha', 'pouco', 'recomendo', 'bom', 'preco']","['wc', 'comfortaveis', 'unicos', 'porens', 'numero', 'rush', 'obriga', 'questoes', 'gosta', 'comforto']","['hotel', 'otima', 'boa', 'localizacao', 'proximo', 'quarto', 'cafe', 'manha', 'pouco', 'recomendo', 'bom', 'preco']","['pouco', 'preco', 'rush', 'bom', 'hotel', 'localizacao', 'questoes', 'unicos', 'gosta', 'porens', 'proximo', 'obriga', 'comforto', 'recomendo', 'wc', 'cafe', 'numero', 'manha', 'comfortaveis', 'boa', 'quarto', 'otima']","Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel, Hotel","escolha, quarto, wc"," good choice, good location, near Times Square, comfortable room and wc, breakfast included. The only downsides are the number of elevators (2 is too little in rush hour) and the size of the breakfast area, forcing one to stand and wait. Outside these issues I recommend the Hotel for those who like comfort with a good price"," I'm not sure what that means, but I do know that it is the most visited tourist destination in the world."," 

Palavras mais relevantes: hotel, localização, quarto, comfortáveis, café, manhã, elevadores, tamanho.

Palavras mais menores: ótima, boa, esperar, esperar em pé, esperar em pé, esperar em pé, esperar em pé, esperar em pé, esperar em"
"O Hotel é pequeno, mas fica no coração de tudo. Você vai a pé para os teatros, restaurantes, lojas e tudo o mais. Fica a 2 minutos da Times Square. Há um bom restaurante no próprio hotel. Porém há quartos muito pequenos, embora existam outros de bom tamanho. Único problema é uma boate, um pouco barulhenta, mas o som não chega nos quartos.","['lojas', 'teatro']",hotel pequeno fica coracao tudo vai pe teatros restaurantes lojas tudo fica 2 minutos times square bom restaurante proprio hotel porem quartos pequenos embora existam outros bom tamanho unico problema boate pouco barulhenta som chega quartos,"['hotel', 'pequeno', 'fica', 'tudo', 'restaurantes', 'bom', 'porem', 'quartos', 'pequenos', 'pouco']","['hotel', 'pequeno', 'fica', 'tudo', 'bom', 'porem', 'quartos']","['teatros', 'barulhenta', 'som', 'chega']","['hotel', 'pequeno', 'fica', 'tudo', 'restaurantes', 'bom', 'porem', 'quartos', 'pouco']","['teatros', 'barulhenta', 'som', 'chega']","['hotel', 'pequeno', 'fica', 'tudo', 'restaurantes', 'bom', 'porem', 'quartos', 'pouco']","['pequenos', 'pouco', 'quartos', 'teatros', 'pequeno', 'som', 'bom', 'barulhenta', 'hotel', 'porem', 'chega', 'fica', 'tudo', 'restaurantes']","hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel, hotel","hotel, restaurant, square"," Teatro, Restaurante, Loja and  Tudo. O Hotel é pequeno, mas fica no coração de tudo. Você vai a pé para os teatros, restaurantes, lojas e tudo o mais. Fica a 2 minutos da Times Square. Há um bom restaurante no próprio hotel. Porém há quartos muito pequenos, embora existam outros de bom tamanho. Único problema é uma boate, um pouco barulhenta, mas o som não chega nos quartos."," Wow, I didn't know that. Thanks for sharing that with me. I'll have to check it out."," 

1. Hotel
2. Times Square
3. Restaurante
4. Lojas
5. Teatro
6. Barulhento
7. Quartos
8. Som
9. Boate
10. Pouco
11. Problema
12. Som não
13. Chega
14. Quartos muitos
15. Outros de bom tamanho
16. Boate
17. Barulhento
18"
"O Hotél é simples, porém bem acomchegante e limpo. Os quartos oferecem o que tem que oferecer e o banheiro era sempre bem limpo. Ficamos por 6 noites e o único desagrado foi a frieza do atendente da manhã e o fato de o café da manhã deixar de ser servido já as 09:30 AM. Melhorando essas duas coisas, eu o classificaria como excelente, com certeza. De qualquer maneira, recomendo lugar e voltarei um dia, com certeza.",['quarto'],hotel simples porem bem acomchegante limpo quartos oferecem oferecer banheiro sempre bem limpo ficamos 6 noites unico desagrado frieza atendente manha fato cafe manha deixar servido 09 30 am melhorando duas coisas classificaria excelente certeza qualquer maneira recomendo lugar voltarei dia certeza,"['hotel', 'porem', 'bem', 'limpo', 'quartos', 'banheiro', 'sempre', 'ficamos', 'manha', 'cafe', 'duas', 'excelente', 'certeza', 'recomendo', 'dia']","['hotel', 'porem', 'bem', 'limpo', 'quartos', 'sempre', 'ficamos', 'cafe', 'excelente', 'dia']","['acomchegante', 'oferecem', 'oferecer', 'desagrado', 'frieza', 'atendente', '09', '30', 'am', 'melhorando', 'coisas', 'classificaria', 'maneira']","['hotel', 'porem', 'bem', 'limpo', 'quartos', 'banheiro', 'sempre', 'ficamos', 'manha', 'cafe', 'duas', 'excelente', 'certeza', 'recomendo', 'dia']","['acomchegante', 'oferecem', 'oferecer', 'desagrado', 'frieza', 'atendente', '09', '30', 'am', 'melhorando', 'coisas', 'classificaria', 'maneira']","['hotel', 'porem', 'bem', 'limpo', 'quartos', 'banheiro', 'sempre', 'ficamos', 'manha', 'cafe', 'duas', 'excelente', 'certeza', 'recomendo', 'dia']","['duas', 'oferecem', 'ficamos', 'atendente', 'am', 'hotel', 'porem', '30', 'bem', 'dia', 'oferecer', 'melhorando', 'banheiro', 'limpo', 'acomchegante', 'coisas', 'desagrado', 'frieza', 'excelente', 'sempre', 'certeza', 'recomendo', '09', 'maneira', 'cafe', 'quartos', 'manha', 'classificaria']","Hotél, acomchegante, limpo, quality, quality of the list","hotel, quarto, serve"," {comodo, limpo, acomchegante, oferecer, oferecia, ofereceram, oferecem, banheiro, bem, foram, voltar, voltarei, voltaria, voltaria, voltaria, recomendo, recomendo, recomendo, recomendo, recomendo, recomendo, recomendo, recomendo}."," I'm not sure what you are trying to say, but I do know that the word is derived from Latin."," 

- Hotél
- Limpo
- Quartos
- Fato
- Ficamos
- Desagrada
- Coisas
- Exemplo
- Comer
- Melhorar
- Voltarei
- Dias
- Certeza
- Recomendação
- Lugar
- Atendente
- Manhã
- Café
- 09:30 AM
- Ocupação"
