product_name,prep,yake,tfidf,pmi,mle,dice,count,merged,vlt5,Google,BigScience,Facebook,Bode,keybert
"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi-Fi 4G Câmera 12MP - Azul Topázio",smartphone motorola moto x4 dual cam android 7 0 tela 5 2 octa core 32gb wi fi 4g camera 12mp azul topazio,"['smartphone', 'motorola', 'moto', 'dual', 'cam', 'android', 'tela', 'octa', 'core', 'camera', 'azul']","['smartphone', 'motorola', 'moto', 'x4', 'dual', 'android', 'camera', 'azul']",[],"['smartphone', 'motorola', 'moto', 'dual', 'android', '7', '0', 'tela', '5', '2', 'octa', 'core', '32gb', 'wi', 'fi', '4g', 'camera', '12mp', 'azul']",[],"['smartphone', 'motorola', 'moto', 'dual', 'android', '7', '0', 'tela', '5', '2', 'octa', 'core', '32gb', 'wi', 'fi', '4g', 'camera', '12mp', 'azul']","['moto', 'wi', 'dual', 'cam', 'android', '0', '32gb', 'azul', '4g', 'smartphone', 'camera', 'octa', 'motorola', '2', 'fi', 'tela', 'x4', '12mp', '5', '7', 'core']","Motorola, Motorola X4 Dual Cam, Android 7.0 Tela, S","azazio, core, moto, tela"," [smartphone, motorola, moto, x4, dual, cam, android, 7.0, tela, 5.2, octa, core, 32gb, wi-fi, 4g, camera, 12mp, azul, topazio]", Do you know that the smartphone is the most popular mobile operating system in the world?," 

- Smartphone
- Motorola
- Moto X4
- Dual Cam
- Android 7.0
- Tela
- 5.2""
- Octa-Core
- 32GB
- Wi-Fi
- 4G
- Câmera
- 12MP
- Azul
- Topázio
","['smartphone', 'motorola', 'moto', 'x4', 'cam', 'android', 'tela', 'core', '32gb', '4g', '12mp']"
Repetidor de Sinal 300Mbps 2.4Ghz TL-WA850RE - TP-Link,repetidor sinal 300mbps 2 4ghz tl wa850re tp link,[],['wa850re'],[],['2'],[],['2'],"['wa850re', '2']","TP-Link, TP-Link, TP-Link, TP-Link","2.4ghz, link, tl-wa850re"," [repetidor, de, sinal, 300mbps, 2.4ghz]", I'm not sure what you are trying to say.  What is the list?," 

[Repetidor, Sinal, 300Mbps, 2.4Ghz, TL-WA850RE, TP-Link]
","['300mbps', '4ghz', 'wa850re', 'link']"
Game Pro Evolution Soccer 2018 - Xbox360,game pro evolution soccer 2018 xbox360,"['game', 'pro']","['game', 'pro', 'xbox360']",[],"['game', 'pro']",[],"['game', 'pro']","['pro', 'xbox360', 'game']","Game Pro Evolution Soccer 2018, Game Pro Evolution Soccer 2018, Game Pro Evolution Soccer","evolution, game, soccer",, Game of Thrones: The Song of Ice and Fire is a series of fantasy novels by George R. R. Martin," 

1. Game Pro Evolution Soccer 2018
2. Xbox360
",['xbox360']
"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5"" 128GB 4G Câmera 12MP - Black Piano",smartphone samsung galaxy s7 edge android 6 0 tela 5 5 128gb 4g camera 12mp black piano,"['smartphone', 'samsung', 'galaxy', 'android', 'tela', 'camera']","['smartphone', 'samsung', 'galaxy', 'android', 'camera']",[],"['smartphone', 'samsung', 'galaxy', 'android', '6', '0', 'tela', '5', '4g', 'camera', '12mp']",[],"['smartphone', 'samsung', 'galaxy', 'android', '6', '0', 'tela', '5', '4g', 'camera', '12mp']","['6', '0', 'smartphone', 'camera', 'samsung', 'galaxy', '12mp', '5', '4g', 'android', 'tela']","Android 6.0 Tela, Smartphone, Smartphone Smartphon","camera, samsung, tela"," [Samsung, Galaxy, S7 Edge, Android, 6.0, Tela, 5.5, 128GB, 4G, Câmera, 12MP, Black Piano]", Do you have a smartphone? The smartphone is the most popular smartphone in the world.," 

Palavras mais relevantes: Samsung Galaxy S7 Edge, Android 6.0, Tela 5.5"", 128GB, 4G, Câmera 12MP, Piano, Black.
","['smartphone', 'samsung', 'galaxy', 's7', 'android', 'tela', '128gb', '4g', '12mp']"
"Smart TV LED Philips 43"" 43pfg5102/78 com Conversor Digital Wi-Fi integrado 2 USB 3 HDMI",smart tv led philips 43 43pfg5102 78 conversor digital wi fi integrado 2 usb 3 hdmi,"['smart', 'led', 'philips', 'conversor', 'digital', 'integrado', 'usb', 'hdmi']","['smart', 'tv', 'led', 'philips', '43', '78', 'usb']",[],"['smart', 'tv', 'led', 'conversor', 'digital', 'wi', 'fi', 'integrado', '2', 'usb', '3', 'hdmi']",[],"['smart', 'tv', 'led', 'conversor', 'digital', 'wi', 'fi', 'integrado', '2', 'usb', '3', 'hdmi']","['philips', 'conversor', 'usb', 'tv', '78', '43', 'wi', '2', 'integrado', 'led', 'hdmi', 'smart', 'fi', 'digital', '3']","Philips 43"" 43pfg5102/78 com, Smart TV LED","hdmi, tv, usb"," [com, smart, integrado]"," Smartphones and tablets have been around since the 1980s, so I'm sure you've heard of them."," 

[43"", 43pfg5102/78, Conversor Digital, Wi-Fi, integrado, USB, 3, HDMI]
","['tv', 'led', 'philips', '43pfg5102', 'com', 'digital', 'usb', 'hdmi']"
Smartphone Motorola Moto C Xt1750 Dual Sim Tela 5.0 8gb 5mp/2mp - Preto,smartphone motorola moto c xt1750 dual sim tela 5 0 8gb 5mp 2mp preto,"['smartphone', 'motorola', 'moto', 'dual', 'tela', 'preto']","['smartphone', 'motorola', 'moto', 'xt1750', 'dual', 'preto']",[],"['smartphone', 'motorola', 'moto', 'c', 'dual', 'tela', '5', '0', '8gb', '5mp', 'preto']",[],"['smartphone', 'motorola', 'moto', 'c', 'dual', 'tela', '5', '0', '8gb', '5mp', 'preto']","['moto', 'xt1750', '0', '8gb', 'smartphone', '5mp', 'preto', 'motorola', '5', 'dual', 'c', 'tela']","Motorola, Motorola Xt1750, Sim Tela, Simtel","mp, tela, smartphone",, Do you know that the smartphone is the most widely used mobile operating system in the world?," 

- Smartphone
- Motorola
- Moto C Xt1750
- Dual Sim
- Tela
- 5.0
- 8gb
- 5mp/2mp
- Preto
","['smartphone', 'motorola', 'moto', 'xt1750', 'sim', 'tela', '8gb', '5mp', '2mp', 'preto']"
Câmera Ip Jl Protec Pantilt 1.0mp Ir-Cut Onvif - Hd - Wifi Com Áudio,camera ip jl protec pantilt 1 0mp ir cut onvif hd wifi audio,['camera'],"['camera', 'hd']",[],"['camera', '1', 'hd']",[],"['camera', '1', 'hd']","['camera', 'hd', '1']","Câmera Ip Jl Protec Pantilt 1.0mp, Câmera","com, ip, pantilt, r-cut, onvif, hd, wifi"," ['Camera','Ip','Jl Protec','Pantilt','1.0mp','Ir-Cut','Onvif','Hd','Wifi','Com','Audio']"," I'm not sure what you mean by ""The list"" but I do know that C.P. is an American multinational technology company headquartered in Cupertino, California."," 

[Câmera Ip Jl Protec Pantilt 1.0mp Ir-Cut Onvif - Hd - Wifi Com Áudio]

Explanation:
A frase ""Câmera Ip Jl Protec Pantilt 1.0mp Ir-Cut Onvif - Hd - Wifi Com Áudio"" é uma lista de palavras. A lista contém todos","['ip', '0mp', 'onvif', 'hd', 'wifi', 'com']"
Lençol Avulso Com Elástico Solteiro 170 Fios Preto,lencol avulso elastico solteiro 170 fios preto,"['fios', 'preto']",['preto'],[],['preto'],[],['preto'],"['preto', 'fios']","Lençol Avulso Com Elástico Solteiro 170 Fios Preto,","avulso, elastico, fios, lençol, preto"," Avulso, Solteiro, Preto."," Lenovo means ""little armoured one"" in Latin. "," 

1. Lençol
2. Avulso
3. Elástico
4. Solteiro
5. 170
6. Fios
7. Preto
","['avulso', 'com', '170', 'preto']"
"Smartphone Motorola Moto G5 Plus Dual Chip Android Nougat 7.0 Tela 5,2"" Octa-Core 2GHz 2GB 4G Câmera 12MP - Azul Safira",smartphone motorola moto g5 plus dual chip android nougat 7 0 tela 5 2 octa core 2ghz 2gb 4g camera 12mp azul safira,"['smartphone', 'motorola', 'moto', 'dual', 'chip', 'android', 'nougat', 'tela', 'octa', 'core', 'camera', 'azul']","['smartphone', 'motorola', 'moto', 'plus', 'dual', 'chip', 'android', 'camera', 'azul']",[],"['smartphone', 'motorola', 'moto', 'plus', 'dual', 'chip', 'android', 'nougat', '7', '0', 'tela', '5', '2', 'octa', 'core', '4g', 'camera', '12mp', 'azul']",[],"['smartphone', 'motorola', 'moto', 'plus', 'dual', 'chip', 'android', 'nougat', '7', '0', 'tela', '5', '2', 'octa', 'core', '4g', 'camera', '12mp', 'azul']","['moto', 'chip', 'dual', 'android', '0', 'azul', '4g', 'smartphone', 'camera', 'octa', 'plus', 'motorola', '2', 'tela', 'nougat', '12mp', '5', '7', 'core']","Android Nougat 7.0 Tela, Motorola, Motorola Motorola G5","azal, g5, moto, safira, smartphone"," [android, g5, nougat, motorola, moto, smartphone, tela, celular]", Smartphones are the most popular smartphone in the world and have been since 2007.," 

- Smartphone
- Motorola
- Moto G5 Plus
- Dual Chip
- Android
- Nougat
- 7.0
- Tela
- 5,2""
- Octa-Core
- 2GHz
- 2GB
- 4G
- Câmera
- 12MP
- Azul
- Safira
","['smartphone', 'motorola', 'moto', 'g5', 'chip', 'android', 'nougat', 'tela', 'core', '2ghz', '2gb', '4g', '12mp']"
"Piscina Retangular Mor Premium 5.000 Litros, Lona De Pvc",piscina retangular mor premium 5 000 litros lona pvc,"['premium', 'litros', 'lona']","['premium', 'litros']",[],"['premium', '5', 'litros']",[],"['premium', '5', 'litros']","['5', 'premium', 'litros', 'lona']","Lona De Pvc Answer, Piscina Retangular Mor Prem","lona, piscina, pvc"," [litros, piscina, pvc]"," I'm not sure what you are trying to say, but I can tell you that the word ""piscina"" means ""little armoured one"" in Italian."," 

- Piscina
- Retangular
- Mor
- Premium
- 5.000
- Litros
- Pvc
- Lona
- De
- Pvc
- Lona
- De
- Pvc
- Lona
- De
- Pvc
- Lona
- De
- Pvc
- Lona
- De
- Pvc
- Lona
- De
- Pvc
- Lona
","['mor', 'premium', 'litros']"
Conjunto  Potes de Vidro Multiuso 3 Peças Vermelho - Euro Home,conjunto potes vidro multiuso 3 pecas vermelho euro home,"['conjunto', 'vidro', 'pecas', 'vermelho', 'home']","['conjunto', 'vidro', 'pecas', 'vermelho', 'home']",[],"['vidro', '3', 'pecas', 'vermelho', 'home']",[],"['vidro', '3', 'pecas', 'vermelho', 'home']","['pecas', 'conjunto', 'vidro', 'vermelho', 'home', '3']","Euro Home, Euro Home, Euro Home, Euro Home, Euro Home, Euro Home, Euro","conjunto, home, peça, vidro"," [vidro, multiuso, vermelho]"," I'm not sure what you mean by that, but I do know that the word ""conjunta"" means ""little armoured one"" in Spanish."," 

1. Conjunto
2. Potes de Vidro
3. Multiuso
4. 3
5. Peças
6. Vermelho
7. Euro
8. Home
","['multiuso', 'euro']"
Livro - Primeiro Amor,livro primeiro amor,['livro'],['livro'],[],['livro'],[],['livro'],['livro'],"Livro, Primeiro Amor, Livro, Primeiro Amor, Primeiro A","libro, primeiro, amor"," ['amor', 'livro', 'primeiro']"," Primiro means ""little armoured one"" in Italian. "," 

1. Livro
2. Primeiro Amor
",['livro']
Grandiôse Lancôme - Máscara Para Os Cílios 01,grandiose lancome mascara cilios 01,[],[],[],[],[],[],[],"Grandiôse Lancôme, Grandiôse Lancôme, Grandiô","clio, lancome, máscara"," ['Lancôme', 'Grandiôse', 'Máscara']"," I'm not sure what you mean by ""The list"" but I do know that the word ""answer"" was first recorded in the 10th century."," 

- Grandiôse
- Lancôme
- Máscara
- Para
- Os
- Cílios
- 01
","['para', 'os']"
Livro - Física Conceitual,livro fisica conceitual,['livro'],['livro'],[],['livro'],[],['livro'],['livro'],"Livro, Livro, Livro, Livro, Livro, Livro, Liv","conceitual, list, libro"," ['Física','conceitual']", Language is a complex interaction between the spoken and the written language.  ," 

1. Livro
2. Física Conceitual
",['livro']
Lona Azul Polietileno 100mc 4x4,lona azul polietileno 100mc 4x4,"['lona', 'azul']",['azul'],[],['azul'],[],['azul'],"['azul', 'lona']","Lona Azul Polietileno 100mc 4x4, Lona Azul","azul, lona, polietileno"," [polietileno, 4, 4, azul]."," Latin is the most widely spoken language in the world, and is the second most spoken after English."," 

- Lona Azul Polietileno 100mc 4x4
","['100mc', '4x4']"
Caixa De Som Sem Fio Home Theater 4x1 Fm P2 Bluetooth Usb Wm 1300 Celular Computador,caixa som fio home theater 4x1 fm p2 bluetooth usb wm 1300 celular computador,"['fio', 'home', 'bluetooth', 'usb']","['fio', 'home', 'fm', 'bluetooth', 'usb']","['som', 'fio', 'theater', '4x1', 'fm', 'bluetooth']","['fio', 'home', 'fm', 'bluetooth', 'usb']","['som', 'fio', 'theater', '4x1', 'fm', 'bluetooth']","['fio', 'home', 'fm', 'bluetooth', 'usb']","['4x1', 'fm', 'usb', 'som', 'fio', 'bluetooth', 'theater', 'home']","Caixa De Som Sem Fio, Bluetooth Usb Wm 1300 Celular","bluetooth, computador, fm, home, p2, usb"," [sem, fio, home, theater, fm, p2, bluetooth, usb, wm, 1300, celular, computador]", Do you know that Caicña de Semo is a spanish word?," 

[Caixa De Som Sem Fio, Home Theater 4x1, Fm P2, Bluetooth Usb Wm 1300, Celular Computador]

Explanation: A lista de palavras mais relevantes é [Caixa De Som Sem Fio, Home Theater 4x1, Fm P2, Bluetooth Usb Wm 1300, Celular Computador], pois esta lista contém todos os termos","['som', '4x1', 'bluetooth', 'usb', '1300', 'computador']"
Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives,oculos lupa cabeca 8 lentes 2 leds alto brilho ourives,"['lentes', 'leds']",['leds'],"['lentes', 'alto', 'brilho', 'ourives']",['2'],"['lentes', 'alto', 'brilho', 'ourives']",['2'],"['alto', 'lentes', '2', 'leds', 'ourives', 'brilho']","Oculos Lupa Cabeça, Oculos Lupa Cabeça","brilho, lupa, oculos"," [oculos, lupa, cabeça, lentes, leds, alto, brilho, ourives]"," I'm not sure what you are trying to say, but I do know that Occd is a mental disorder."," 

Oculos Lupa, Cabeça, 8, Lentes, 2, Leds, Alto, Brilho, para, Ourives.
","['lupa', 'leds', 'para']"
Varal Recolhível Retrátil De Parede 30 Metros Branco Seca Fácil,varal recolhivel retratil parede 30 metros branco seca facil,['branco'],"['30', 'branco']","['varal', 'recolhivel', 'retratil', 'parede', '30', 'metros', 'seca', 'facil']",['branco'],"['varal', 'recolhivel', 'retratil', 'parede', '30', 'metros', 'seca', 'facil']",['branco'],"['retratil', 'branco', 'seca', 'recolhivel', 'parede', 'metros', '30', 'varal', 'facil']",Varal Recolhível Retrátil De Parede 30 Metros Bran,"metro, parede, recolhvel, retrátil"," retrátil, varal, secar, fácil", Varl Records is an American recording label that was founded in 1948," 

1. Recolhível
2. Retrátil
3. Parede
4. 30 Metros
5. Branco
6. Seca
7. Fácil
",[]
Escova Soft Brush 1000W - Philco,escova soft brush 1000w philco,['philco'],['philco'],"['escova', 'soft', 'brush']",['philco'],"['escova', 'soft', 'brush']",['philco'],"['philco', 'brush', 'escova', 'soft']","Escova Soft Brush 1000W, Philco Answer, Philco An","brush, escova, philco"," [""Philco"", ""escova"", ""soft"", ""brush""]", Philadelphia is the most populous city in the state of New York," 

1. Soft Brush
2. 1000W
3. Philco
","['1000w', 'philco']"
"Smartphone Motorola Moto G 5s Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dual Cam - Ouro rosa",smartphone motorola moto g 5s plus dual chip android 7 1 1 nougat tela 5 5 snapdragon 625 32gb 4g 13mp camera dual cam ouro rosa,"['smartphone', 'motorola', 'moto', 'dual', 'chip', 'android', 'nougat', 'tela', 'snapdragon', 'camera', 'cam']","['smartphone', 'motorola', 'moto', '5s', 'plus', 'dual', 'chip', 'android', 'camera']","['625', 'ouro', 'rosa']","['smartphone', 'motorola', 'moto', 'g', '5s', 'plus', 'dual', 'chip', 'android', '7', '1', 'nougat', 'tela', '5', 'snapdragon', '32gb', '4g', '13mp', 'camera']","['625', 'ouro', 'rosa']","['smartphone', 'motorola', 'moto', 'g', '5s', 'plus', 'dual', 'chip', 'android', '7', '1', 'nougat', 'tela', '5', 'snapdragon', '32gb', '4g', '13mp', 'camera']","['moto', '13mp', 'chip', 'dual', 'cam', 'android', 'rosa', '32gb', '4g', '625', 'smartphone', 'camera', 'plus', '1', 'motorola', 'tela', 'nougat', '5s', 'ouro', 'snapdragon', '5', '7', 'g']","Motorola, Motorola Motorola G 5s Plus, Smartphone","chip, moto, nougat, tela",, Do you know that the smartphone is the most popular smartphone in the United States and the world?," 

- Smartphone
- Motorola
- Moto G
- 5s Plus
- Dual Chip
- Android
- 7.1.1
- Nougat
- Tela
- 5.5""
- Snapdragon
- 625
- 32GB
- 4G
- 13MP
- Câmera
- Dual Cam
- Ouro rosa
","['smartphone', 'motorola', 'moto', '5s', 'chip', 'android', 'nougat', 'tela', 'snapdragon', '32gb', '4g', '13mp', 'cam', 'ouro']"
HD Externo Portátil Seagate Expansion 1TB USB 3.0,hd externo portatil seagate expansion 1tb usb 3 0,['usb'],"['hd', 'usb']",['portatil'],"['hd', 'usb', '3', '0']",['portatil'],"['hd', 'usb', '3', '0']","['0', 'usb', 'portatil', 'hd', '3']","HD Expansion 1TB USB 3.0, HD Externo Portátil","expansion, seagate, tb"," [HD, externo, portátil, Seagate, Expansion, 1TB, USB, 3.0]", I'm not sure what you are trying to say.  What is the list?," 

[HD Externo Portátil, Seagate Expansion, 1TB, USB 3.0]

Explanation: A frase fornece uma lista de palavras que são mais relevantes para o seguinte contexto. Os termos ""HD Externo Portátil"", ""Seagate Expansion"", ""1TB"", e ""USB 3.0"" são mais relevantes para o contexto do segu","['hd', 'externo', 'seagate', '1tb', 'usb']"
"Tablet Samsung Galaxy Tab A com S Pen P355M 16GB Wi-Fi 4G Tela 8"" Android 5.0 Quad-Core - Branco",tablet samsung galaxy tab s pen p355m 16gb wi fi 4g tela 8 android 5 0 quad core branco,"['samsung', 'galaxy', 'pen', 'tela', 'android', 'quad', 'core', 'branco']","['samsung', 'galaxy', 'pen', 'android', 'branco']",[],"['samsung', 'galaxy', '16gb', 'wi', 'fi', '4g', 'tela', 'android', '5', '0', 'quad', 'core', 'branco']",[],"['samsung', 'galaxy', '16gb', 'wi', 'fi', '4g', 'tela', 'android', '5', '0', 'quad', 'core', 'branco']","['0', 'pen', 'branco', 'quad', 'samsung', 'galaxy', '5', 'wi', '16gb', '4g', 'android', 'fi', 'tela', 'core']","Android, Android 4.0 Quad-Core, Tablet, Tablet S","tablet, samsung, tela"," [tablet, samsung, galaxy, tab, a, com, s, pen, p355m, 16gb, wifi, 4g, tela, 8, android, 5.0, quad, core, branco]", I'm not sure what you are trying to say.  What is the list?," 

Palavras mais relevantes: Tablet, Samsung, Galaxy Tab, A, com, S Pen, P355M, 16GB, Wi-Fi, 4G, Tela, 8"", Android, 5.0, Quad-Core, Branco.
","['tablet', 'samsung', 'galaxy', 'tab', 'com', 'pen', 'p355m', '16gb', '4g', 'tela', 'android', 'quad', 'core']"
Extensor 10cm De Grade Porta Do Portão Utilar,extensor 10cm grade porta portao utilar,[],[],[],[],[],[],[],"Porta Do Portão, Porta Do Portão, Porta Do Portão, Port","extender, porta, porto"," [Portão, grade, porta, util], the score is 7.04."," I'm not sure what you are trying to say, but I can tell you this is a very important question."," 

1. Extensor 10cm
2. Grade
3. Porta
4. Portão
5. Utilar
",[]
Secador Taiff Fox Ion 2000w - Preto -127v,secador taiff fox ion 2000w preto 127v,['preto'],"['preto', '127v']",[],"['preto', '127v']",[],"['preto', '127v']","['preto', '127v']","Secador Taiff Fox Ion 2000w, Secador Taiff Fox Ion","ion, preto, secador"," ['Secador', 'Taiff', 'Fox', 'Ion'] ", Secretary Taft Ion F. Fox Ion Ion II ," 

1. Secador
2. Taiff
3. Fox
4. Ion
5. 2000w
6. Preto
7. -127v
","['2000w', 'preto', '127v']"
Capa Protetora Chevrolet  S10 Forro Parcial,capa protetora chevrolet s10 forro parcial,"['capa', 'protetora']","['capa', 'protetora']",[],['capa'],[],['capa'],"['capa', 'protetora']","Capa Protetora, Capa Protetora, Capa Protetora, Cap","capa, chevrolet, protectora"," [cap, capa, capa protetora, forro parcial, forro, forro parcial]. However, it is important to note that the list is not in order of relevance, it is sorted alphabetically, since the search was done with the second word of the phrase.", The S10 has been around since 1972 and is the best selling sedan in the US.," 

1. Chevrolet
2. S10
3. Forro
4. Parcial
","['protetora', 'chevrolet', 's10', 'forro']"
Tequila Mexicana Especial 750ml - Jose Cuervo,tequila mexicana especial 750ml jose cuervo,[],[],[],[],[],[],[],"Jose Cuervo, Tequila Mexicana, Tequila Mexica","cuervo, mexicana, tequila"," ['750ml', 'Especial', 'Tequila', 'Jose', 'Cuervo']."," I'm not sure what you mean by ""the list"" but I do know that the word ""especial"" means ""spicy"" in Spanish."," 

Palavras mais relevantes: Tequila, Mexicana, Especial, 750ml, Jose Cuervo.
","['mexicana', 'especial']"
Bateria Notebook - Samsung Rv410 - Preta,bateria notebook samsung rv410 preta,"['notebook', 'samsung', 'preta']","['notebook', 'samsung', 'preta']",['notebook'],"['samsung', 'preta']",['notebook'],"['samsung', 'preta']","['samsung', 'notebook', 'preta']","Bateria Notebook, Bateria Notebook, Bateria Notebook, Pre","bateria, notebook, samsung"," [""Bateria"", ""Notebook"", ""Rv410"", ""Samsung"", ""Preta""], since the phrase is a combination of all those words.", Battlestar Galactica is one of my favorite shows. ," 

Batteria Notebook - Samsung Rv410 - Preta.
","['bateria', 'notebook', 'samsung', 'rv410']"
Boneca Brinquedo Para Maquiar Magic Top Model,boneca brinquedo maquiar magic top model,"['boneca', 'brinquedo', 'magic']",['boneca'],['model'],['boneca'],['model'],['boneca'],"['boneca', 'brinquedo', 'model', 'magic']","Boneca Brinquedo Para Maquiar Magic Top Model, Boneca Br","boneca, model, top"," [Boneca, Brinquedo, Para, Maquiar, Magic, Top, Model]", Bonnequer is an Italian luxury car manufactured by Ferrari.," 

1. Boneca Brinquedo
2. Maquiar
3. Magic
4. Top Model
5. Para
6. Maquiar
7. Magic
8. Top Model
9. Para
10. Maquiar
11. Magic
12. Top Model
13. Para
14. Maquiar
15. Magic
16. Top Model
17. Para
18. Maquiar
19. Magic
","['para', 'model']"
Fone De Ouvido Confort Com Microfone Para Chamadas Preto,fone ouvido confort microfone chamadas preto,"['fone', 'ouvido', 'preto']","['fone', 'ouvido', 'preto']","['fone', 'ouvido', 'confort', 'microfone', 'chamadas']",['preto'],"['fone', 'ouvido', 'confort', 'microfone', 'chamadas']",['preto'],"['fone', 'preto', 'microfone', 'ouvido', 'confort', 'chamadas']",Fone De Ouvido Confort Com Microfone Para Chamadas Preto,"chamadas, confort, fone, ouvido"," [""Fone de Ouvido"", ""o"", ""um"", ""Preto"", ""Com"", ""Microfone""]"," Do you know that the word ""answer"" was first recorded in the 10th century?"," 

1. Fone
2. De Ouvido
3. Confort
4. Microfone
5. Chamadas Preto
","['com', 'para', 'preto']"
Controle Com Fio Para Xbox 360 Slim / Fat E Pc Joystick - Feir,controle fio xbox 360 slim fat pc joystick feir,"['controle', 'fio', 'xbox', 'slim']","['controle', 'fio', 'xbox', 'slim']","['fio', 'xbox', '360', 'slim', 'fat', 'pc', 'joystick', 'feir']","['controle', 'fio']","['fio', 'xbox', '360', 'slim', 'fat', 'pc', 'joystick', 'feir']","['controle', 'fio']","['pc', 'joystick', '360', 'feir', 'xbox', 'fio', 'controle', 'slim', 'fat']","Controle Com Fio Para Xbox 360, Gameplay, Gameplay, Gameplay, Game","controle, fio, pc, xbox"," ['Feir', 'xbox', '360', 'joystick', 'pc', 'slim', 'fat', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle', 'com', 'fio', 'para', 'controle"," I'm not sure what you are trying to say, but I do know that the word ""controle"" is derived from the Latin word ""praise""."," 

[1] Controle Com Fio Para Xbox 360 Slim / Fat E Pc Joystick
[2] Feir
[3] Xbox 360 Slim / Fat E Pc Joystick
[4] Controle Com Fio
[5] Xbox 360 Slim / Fat E Pc
[6] Joystick
[7] Fat E Pc
[8] Xbox 360 Slim
[9] Controle Com Fio
[10] Xbox 360 Slim","['controle', 'com', 'para', 'xbox', '360', 'pc', 'joystick']"
Teclado Musical 61 Teclas Estudante Bivolt Stk-61 Waldman,teclado musical 61 teclas estudante bivolt stk 61 waldman,['bivolt'],['61'],"['teclado', 'musical', '61', 'teclas', 'estudante', 'bivolt', 'stk', 'waldman']",[],"['teclado', 'musical', '61', 'teclas', 'estudante', 'bivolt', 'stk', 'waldman']",[],"['estudante', 'teclado', 'bivolt', 'teclas', 'waldman', '61', 'musical', 'stk']","Teclado Musical 61, Waldman, Teclado Musical 61, Waldman","estudante, waldman, teclado"," ['Teclado', 'Musical', 'Teclas', 'Estudante', 'Bivolt', 'Waldman']"," Based on the list of most important words, the list is TECLA 61"," 

1. Teclado Musical
2. 61
3. Teclas Estudante
4. Bivolt
5. Stk-61
6. Waldman
",['teclado']
Bicicleta Infantil Aro 20 Sport Bike Flowers Com Cadeirinha De Boneca,bicicleta infantil aro 20 sport bike flowers cadeirinha boneca,"['infantil', 'sport', 'boneca']","['infantil', '20', 'sport', 'boneca']","['bicicleta', 'aro', '20', 'bike', 'flowers', 'cadeirinha']","['infantil', 'sport', 'boneca']","['bicicleta', 'aro', '20', 'bike', 'flowers', 'cadeirinha']","['infantil', 'sport', 'boneca']","['flowers', 'infantil', 'aro', 'bike', 'sport', 'cadeirinha', 'boneca', 'bicicleta', '20']","Bicicleta Infantil Aro 20 Sport Bike Flowers, Biciclet","bike, cadeirinha, flower"," infantil, aro, sport, bike, flowers, cadeirinha, boneca. We use this function to retrieve the most relevant words based on a list of key words.", Biclette is a fictional character in a comic book series by Marvel Comics.," 

[bicicleta infantil, 20 sport, bike, flowers, cadeirinha de boneca]

Explanation: A frase fornece uma lista de palavras, e a resposta retorna uma lista das palavras mais relevantes, incluindo a bicicleta infantil, 20 sport, bike, flowers e cadeirinha de boneca.

Question 2:","['aro', '20', 'com']"
Patinete Sâmia De Alumínio Ajustável Kyn Infantil,patinete samia aluminio ajustavel kyn infantil,"['aluminio', 'infantil']","['aluminio', 'infantil']","['patinete', 'samia', 'aluminio', 'ajustavel', 'kyn']","['aluminio', 'infantil']","['patinete', 'samia', 'aluminio', 'ajustavel', 'kyn']","['aluminio', 'infantil']","['kyn', 'aluminio', 'patinete', 'samia', 'ajustavel', 'infantil']",Patineteâmia De Alumínio Ajustável Kyn I,"kyn, patinete, sâmia"," Patinete, Sâmia, De, Alumínio, Ajustável, Kyn, Infantil"," I'm not sure what you are trying to say, but the list of most important words in the English language is: "," 

1. Patinete
2. Sâmia
3. De Alumínio
4. Ajustável
5. Kyn
6. Infantil
",[]
